respondentId,v38,v39,v63,v102,v103,v104,v105,v106,v107,v143,v144,v185,v186,v187,v188,v199,v200,v201,v202,v203,v149,v159,v150,v152,v153,v160,v154,v155,v156,v157,v158,v163
31851,0.67,0.67,0.0,0.33,0.56,0.44,0.56,0.44,0.56,0.89,0.78,0.67,0.67,0.67,0.22,0.75,0.75,0.25,0.5,0.25,0.11,0.33,0.11,0.0,0.56,0.67,0.67,0.78,0.78,0.33,0.78,0.11
31852,0.56,0.67,0.67,0.56,0.89,0.56,0.89,0.0,0.56,0.44,0.67,1.0,1.0,1.0,1.0,0.5,0.0,0.75,0.75,0.5,0.78,1.0,0.44,0.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,0.44
31853,0.78,0.89,1.0,0.67,0.22,0.33,0.78,0.89,0.11,0.78,0.33,0.33,0.22,0.67,0.78,1.0,0.25,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.56,0.0,0.0,0.0,0.0
31854,0.67,0.67,0.56,0.44,0.56,0.78,0.78,0.56,0.89,0.56,0.67,0.67,0.67,0.78,0.11,0.25,0.75,0.75,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.56,1.0,0.44,0.0,1.0,0.0
31855,0.56,0.67,0.56,1.0,0.67,0.33,0.78,1.0,1.0,0.67,0.78,0.89,0.56,0.89,1.0,1.0,0.25,1.0,0.75,0.75,0.22,0.0,0.78,0.11,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31856,0.56,0.67,0.33,0.56,0.33,0.56,0.44,0.33,0.56,0.44,0.33,0.44,0.33,0.78,0.22,0.0,0.25,0.5,0.75,0.25,0.22,0.0,0.44,0.0,0.44,0.33,0.56,0.67,0.67,0.22,0.11,0.44
31857,1.0,0.78,1.0,0.33,0.44,1.0,0.22,0.78,0.44,0.0,0.0,0.0,0.0,0.0,0.67,0.75,0.75,0.75,0.5,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.44,0.56,1.0,0.0,0.0,1.0
31858,0.67,0.89,0.56,0.44,0.33,0.0,0.78,0.78,0.56,0.78,0.33,0.78,0.11,0.44,0.22,0.5,0.75,0.25,0.25,0.75,0.0,0.44,0.0,0.11,1.0,0.0,0.44,0.67,0.89,0.0,1.0,0.33
31859,0.89,0.67,0.11,0.78,0.78,0.33,0.78,0.0,0.56,1.0,0.33,0.22,1.0,0.89,0.11,0.5,0.75,0.75,0.75,0.75,0.0,0.33,0.78,0.0,1.0,0.78,1.0,1.0,0.78,1.0,1.0,0.78
31860,0.78,0.78,0.67,0.44,0.22,0.56,0.67,0.67,0.56,0.89,0.44,0.33,0.67,0.56,0.44,0.5,0.75,0.25,0.25,0.25,0.0,0.11,0.0,0.11,1.0,0.33,0.89,0.89,0.89,0.56,0.56,0.0
31861,0.89,0.67,1.0,0.78,0.78,0.89,0.22,0.33,0.22,0.78,0.56,0.22,0.33,0.22,0.33,0.5,0.0,1.0,0.75,0.5,0.22,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.56
31862,0.22,0.11,1.0,0.44,0.0,0.78,0.78,0.0,0.44,0.0,0.0,0.0,0.0,0.11,0.56,0.75,0.25,1.0,1.0,1.0,0.33,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0
31863,1.0,1.0,0.67,0.44,0.0,0.0,1.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.89
31864,0.67,0.67,0.0,0.78,1.0,0.78,1.0,0.44,0.78,0.67,0.67,0.56,0.56,0.56,0.56,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.44,0.44,0.0,0.44,0.0
31865,0.78,0.78,0.22,0.22,0.56,0.89,0.56,0.56,0.56,1.0,0.78,0.56,0.56,0.56,0.56,0.5,0.75,0.25,0.25,0.5,0.11,0.22,0.11,0.11,1.0,0.11,0.56,0.67,0.89,0.22,0.67,0.33
31866,0.78,0.78,0.11,0.44,0.67,0.78,0.89,0.44,0.22,0.78,0.89,0.33,0.67,0.78,0.33,0.25,0.25,0.75,0.25,0.0,0.0,0.11,0.11,0.11,0.67,0.22,0.56,0.56,0.78,0.33,0.22,0.0
31867,1.0,0.89,0.0,0.56,0.22,0.89,0.78,1.0,0.67,0.44,0.67,0.56,0.22,0.22,0.44,0.25,0.75,0.25,0.5,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.44,0.56,1.0,0.22,0.44,1.0
31868,0.56,0.89,0.89,0.89,1.0,1.0,1.0,0.0,1.0,0.89,0.56,0.0,0.0,1.0,0.11,0.75,0.25,0.75,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31869,0.89,0.44,0.0,0.78,0.44,0.67,1.0,1.0,0.56,0.78,0.78,1.0,1.0,1.0,0.0,0.5,0.75,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.44,0.0,0.67,0.67,0.33,0.0,0.33,0.22
31870,0.78,1.0,0.0,0.11,0.11,0.0,0.56,1.0,0.56,0.44,0.33,0.0,0.0,0.0,0.89,0.75,1.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,1.0,0.11,1.0,1.0,1.0,1.0,1.0,0.0
31871,0.89,0.11,0.67,0.22,0.33,0.56,0.22,0.56,0.44,0.0,0.0,0.67,0.67,0.56,0.44,0.75,0.25,0.75,0.75,0.75,0.44,0.11,0.33,0.11,0.22,0.0,0.0,0.0,0.44,0.78,0.56,0.11
31872,0.89,0.22,0.67,0.22,0.22,0.78,0.78,0.78,0.22,0.22,0.44,0.67,0.89,0.89,0.78,0.5,0.25,0.75,0.5,0.75,0.22,0.0,0.11,0.0,0.44,0.0,0.56,0.56,0.0,0.56,0.0,0.0
31873,0.67,1.0,0.11,0.44,0.11,0.56,0.78,1.0,0.56,0.44,0.22,0.56,0.33,0.0,1.0,0.75,1.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.44,0.44,0.0,1.0,0.0
31874,0.56,0.67,0.78,0.33,0.22,0.56,0.67,0.56,0.22,0.56,0.56,0.78,0.78,0.67,0.0,0.25,0.5,0.25,0.25,0.5,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.22,0.67,0.67
31875,0.11,0.78,0.89,0.0,1.0,1.0,1.0,1.0,0.67,0.67,0.44,0.56,0.89,1.0,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.22,0.56,0.0,0.67,0.11,0.56,0.67,0.78,0.11,0.0,0.0
31876,0.67,0.78,0.56,0.33,0.78,0.67,0.56,0.33,0.22,1.0,0.89,0.56,0.78,0.67,0.33,0.5,0.5,0.5,0.25,0.0,0.33,0.22,0.0,0.0,0.44,0.33,0.44,0.56,0.22,0.33,0.44,0.11
31877,0.56,0.44,1.0,0.33,0.56,0.22,0.78,0.78,0.56,0.89,0.78,0.22,0.67,0.67,0.44,0.75,0.75,0.5,0.25,0.0,0.11,0.0,0.0,0.0,0.67,0.22,0.0,0.78,0.33,0.11,0.0,0.11
31878,0.67,0.78,0.44,0.44,0.33,1.0,1.0,0.33,0.0,0.67,0.56,0.0,0.44,1.0,0.44,0.0,1.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.44,0.67,0.67,1.0,0.44,0.0,0.67,0.44
31879,0.56,0.44,0.33,0.67,0.78,0.67,0.67,0.44,0.78,0.44,0.33,0.89,0.89,1.0,0.44,0.0,0.25,0.5,0.75,0.5,0.0,0.0,0.0,0.22,0.56,0.56,0.56,0.67,0.67,0.0,0.44,0.0
31880,1.0,0.78,1.0,1.0,0.11,0.89,1.0,0.0,0.0,0.44,0.67,1.0,1.0,0.89,0.22,1.0,0.25,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.44,0.67,0.0,0.0,0.0,1.0
31881,0.78,0.78,1.0,0.44,0.78,0.78,0.33,0.44,0.56,0.67,0.56,0.22,0.22,0.44,0.22,0.25,0.25,0.25,0.75,0.75,0.22,0.0,0.33,0.0,0.33,0.0,0.33,0.44,0.0,0.0,0.33,0.0
31882,1.0,0.78,0.89,0.22,0.44,0.67,0.78,0.56,0.56,0.78,0.89,0.0,0.56,0.22,0.56,0.75,1.0,1.0,0.0,0.25,0.22,0.0,0.0,0.0,1.0,0.67,0.22,0.78,0.44,0.22,0.0,0.0
31883,0.78,0.78,0.67,0.44,0.78,0.22,0.56,0.33,0.67,1.0,0.56,1.0,0.56,0.56,0.0,0.75,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.56,0.0,0.56,0.78
31884,0.56,0.78,0.67,0.67,0.78,0.89,0.78,0.22,0.67,0.56,0.44,0.22,0.78,0.44,0.33,0.5,0.75,0.25,0.25,0.5,0.11,0.89,0.11,0.0,0.56,0.0,0.22,0.11,0.11,0.0,0.11,0.33
31885,0.78,0.78,0.89,0.44,0.22,0.67,0.67,0.78,0.0,0.89,0.78,0.33,0.67,0.67,0.22,0.75,0.75,0.5,0.25,0.25,0.22,0.11,0.11,0.0,0.44,0.22,0.78,0.89,0.78,0.11,0.22,0.11
31886,0.67,1.0,0.11,0.33,0.56,0.44,0.56,0.67,0.56,0.67,0.67,0.11,0.11,0.22,0.56,0.75,0.75,0.5,0.0,0.25,0.0,0.11,0.0,0.0,1.0,0.67,0.89,1.0,0.89,0.89,0.89,0.11
31887,0.44,0.22,0.33,0.89,0.67,1.0,0.67,0.78,0.78,0.78,0.67,0.89,1.0,1.0,0.0,0.75,0.5,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.44,0.67,1.0,1.0,0.22,0.56,0.67
31888,0.89,1.0,0.0,0.44,0.0,0.0,0.0,1.0,0.44,0.0,0.0,0.44,1.0,0.56,0.44,0.75,0.75,0.25,0.25,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.44,0.44,0.56,0.0,0.0,1.0
31889,0.78,0.89,0.0,0.56,1.0,0.44,0.33,0.33,0.78,0.78,0.67,0.11,0.11,0.11,0.22,0.5,0.75,0.75,0.0,0.25,0.0,0.33,0.0,0.0,1.0,0.0,0.78,0.78,0.89,0.89,0.89,0.11
31890,0.44,0.44,0.33,0.22,0.22,0.33,0.56,0.56,0.33,0.22,0.22,0.78,0.56,0.44,0.78,0.75,0.5,0.5,0.5,0.25,0.44,0.22,0.22,0.44,0.78,0.56,0.78,0.67,0.44,0.44,0.78,0.22
31891,0.0,0.44,0.67,0.78,1.0,0.44,0.56,0.22,0.56,0.56,0.44,0.11,0.44,0.89,0.22,0.25,0.25,0.5,0.75,0.75,0.0,0.0,0.0,0.0,0.67,0.56,0.78,1.0,1.0,0.67,0.44,1.0
31892,1.0,1.0,1.0,0.44,0.0,0.56,0.56,0.0,0.56,1.0,1.0,0.56,0.67,1.0,0.78,1.0,0.75,0.25,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.44,0.0,0.0,0.0
31893,0.44,0.44,0.78,0.22,0.0,0.33,0.44,0.0,0.0,0.44,0.33,1.0,0.78,0.78,0.56,0.5,0.5,0.75,0.75,0.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
31894,0.44,1.0,0.11,0.11,0.22,1.0,0.78,0.89,0.56,0.56,0.22,0.44,0.44,0.56,0.44,0.5,0.5,0.5,0.5,0.5,0.78,0.44,0.22,0.0,0.67,0.44,0.67,1.0,0.78,0.44,0.78,0.0
31895,0.89,0.89,0.67,0.78,0.56,0.56,0.56,0.33,0.22,1.0,0.78,0.0,1.0,1.0,0.0,1.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.44,1.0,1.0,1.0,0.78,1.0,0.0
31896,0.67,0.78,0.0,0.22,1.0,0.33,0.22,1.0,0.67,0.67,0.22,0.67,0.89,0.67,0.22,1.0,0.75,0.0,0.0,0.0,0.33,0.33,0.44,0.0,0.67,0.78,0.89,1.0,1.0,0.78,1.0,0.0
31897,0.44,0.44,0.67,0.44,0.33,0.56,0.33,0.89,0.89,0.44,0.0,0.56,0.56,0.56,0.56,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.44,0.44,0.0,0.44,0.0
31898,1.0,1.0,0.67,0.67,0.78,1.0,0.33,1.0,0.33,0.89,0.78,0.0,0.33,1.0,1.0,0.25,0.5,1.0,0.5,0.75,0.22,0.22,0.0,0.11,0.0,0.11,0.22,0.78,0.67,0.11,0.33,0.78
31899,0.67,0.78,0.11,0.56,0.33,0.56,1.0,0.33,0.56,0.67,0.56,0.56,0.44,0.78,0.89,0.75,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44,0.44,1.0,1.0,1.0,0.0
31900,0.33,0.78,0.0,0.44,0.33,0.22,0.0,0.0,0.44,0.67,0.67,0.33,0.78,1.0,0.0,0.75,0.75,0.75,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.44,0.44,0.33,0.0,0.44,0.0
31901,1.0,1.0,0.33,0.22,0.78,0.22,0.67,0.67,0.56,1.0,1.0,0.0,0.78,0.33,0.22,1.0,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.44,1.0,1.0,1.0,0.0,0.44,0.0
31902,1.0,0.33,0.44,0.44,0.0,0.0,1.0,0.89,0.22,0.22,0.33,1.0,1.0,1.0,0.56,0.0,0.0,0.75,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.0,0.0,0.0,0.78
31903,0.89,1.0,1.0,1.0,0.33,1.0,0.78,0.11,0.56,0.56,0.22,0.33,0.89,0.89,0.89,0.5,0.5,0.75,0.5,0.75,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0
31904,1.0,0.22,0.0,0.56,1.0,1.0,1.0,1.0,0.44,0.22,0.33,0.78,0.78,1.0,1.0,0.75,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,1.0,0.0,0.78,0.78
31905,0.67,0.89,0.0,0.33,0.44,0.44,0.67,0.44,0.56,0.78,0.78,0.22,0.33,0.56,0.22,1.0,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,1.0,1.0,0.11,0.89,0.0
31906,0.33,0.44,0.78,0.56,0.33,0.33,0.33,0.33,0.33,1.0,1.0,0.56,0.44,0.44,0.44,0.75,0.25,0.75,0.75,0.75,0.33,0.89,0.89,0.22,0.78,0.22,0.78,0.22,0.89,0.78,0.44,0.44
31907,0.89,0.44,0.56,0.22,0.22,0.78,0.67,0.78,0.78,0.44,0.22,0.11,0.56,0.11,0.78,0.25,0.5,0.25,0.25,0.25,0.11,0.11,0.56,0.0,0.89,1.0,0.89,0.89,0.78,0.44,1.0,0.0
31908,0.67,0.67,0.11,0.33,0.67,0.44,0.56,0.33,0.56,0.67,0.78,0.56,0.89,0.78,0.44,0.75,0.75,0.25,0.25,0.25,0.0,0.22,0.44,0.0,0.89,0.33,0.78,0.78,0.56,0.56,0.44,0.44
31909,0.89,0.89,1.0,0.44,0.22,1.0,0.89,0.67,0.78,0.22,0.22,0.78,0.78,0.78,0.78,1.0,1.0,0.75,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.44
31910,0.11,0.22,1.0,0.67,0.0,0.89,0.0,1.0,0.56,0.0,0.0,0.78,1.0,1.0,0.33,1.0,0.0,1.0,1.0,1.0,0.44,0.33,0.0,0.11,0.11,0.0,0.33,0.89,0.0,0.11,0.22,0.0
31911,0.89,1.0,1.0,0.44,0.22,0.22,0.89,0.89,0.33,0.78,0.67,0.78,0.33,0.56,0.56,1.0,0.75,0.5,0.25,0.5,1.0,0.0,0.0,0.0,1.0,0.44,0.22,0.44,0.0,0.0,0.44,0.0
31912,0.67,0.67,0.67,0.0,0.67,1.0,0.67,0.22,0.0,0.56,0.11,0.67,1.0,1.0,0.56,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.22,0.0,0.0,0.33,0.0
31913,0.78,0.56,0.22,0.33,0.56,0.67,0.44,0.56,0.56,0.89,0.78,0.56,0.56,0.56,0.33,0.25,0.25,0.75,0.25,0.5,0.44,0.78,0.0,0.0,1.0,0.33,0.89,1.0,0.56,0.0,0.89,0.0
31914,0.33,0.67,0.33,0.56,0.78,0.33,0.78,0.33,0.44,0.78,0.44,0.22,0.33,0.33,0.56,1.0,1.0,0.0,0.75,0.25,0.11,0.22,0.0,0.0,1.0,0.0,0.67,1.0,0.44,0.22,0.67,0.33
31915,0.44,0.44,0.44,0.11,0.33,0.33,0.78,0.78,0.56,0.0,0.0,0.56,0.56,0.56,0.56,0.75,0.5,0.25,0.75,0.25,0.33,0.0,0.0,0.0,0.89,0.44,0.89,0.89,0.89,0.0,0.89,0.78
31916,0.78,0.67,0.78,0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.22,0.33,0.44,0.33,0.25,0.5,0.5,0.5,0.5,0.78,0.44,0.44,0.56,0.56,0.56,0.56,0.56,0.44,0.56,0.56,0.56
31917,0.11,0.11,0.67,1.0,0.56,0.56,1.0,0.0,0.0,0.0,0.33,0.0,0.78,0.56,0.0,0.75,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.89,0.0,0.67,1.0,0.0,0.0,0.67,1.0
31918,1.0,1.0,0.56,1.0,0.11,0.22,0.11,0.0,0.33,0.67,0.89,0.0,0.11,0.22,0.0,0.75,0.0,0.5,0.25,0.5,0.78,0.11,0.89,0.78,0.67,0.33,0.89,0.89,0.11,0.0,0.22,0.33
31919,0.78,0.89,0.56,0.56,0.22,0.22,0.67,0.22,0.67,0.67,0.56,0.0,0.0,0.0,1.0,0.75,0.75,0.25,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.22,1.0,1.0,0.22,0.0,0.44,0.0
31920,0.78,0.56,0.78,0.67,0.44,0.44,0.78,0.22,0.33,0.33,0.67,0.22,0.22,0.33,0.78,0.75,0.25,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44,0.0,0.0,1.0
31921,1.0,0.78,0.0,0.22,0.78,1.0,0.56,0.56,0.22,0.78,0.67,0.67,1.0,0.67,0.22,0.25,0.5,0.75,0.5,0.5,0.22,0.56,0.56,0.22,0.11,0.44,0.11,0.33,0.22,0.0,0.44,0.11
31922,0.56,0.0,1.0,1.0,0.22,0.33,1.0,0.0,1.0,0.0,0.0,0.67,0.22,0.0,1.0,1.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.44,0.44,0.0,0.0,0.0
31923,0.56,0.67,0.89,0.56,0.22,0.67,0.22,0.56,0.11,0.44,0.78,0.78,0.78,0.67,0.89,0.25,0.25,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.22,0.0,0.0,0.0,0.0
31924,0.89,0.89,0.0,0.78,0.89,0.78,0.89,0.11,0.33,0.78,0.22,0.56,0.89,0.78,0.0,0.5,0.5,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.56,0.22,0.44,0.56,0.44,0.22,0.56,0.78
31925,1.0,1.0,1.0,0.67,0.56,1.0,1.0,0.56,0.56,0.78,0.67,0.0,0.22,0.22,0.44,0.75,0.75,0.75,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.44,0.44,1.0,0.0,0.44,0.0
31926,0.78,1.0,0.0,0.33,1.0,1.0,0.56,0.56,0.56,0.89,0.89,0.56,1.0,1.0,0.0,0.75,0.75,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.44,0.0,0.89,0.89,0.44,0.0,0.0,0.11
31927,1.0,1.0,0.0,0.56,0.56,1.0,0.78,0.33,0.78,1.0,0.56,0.56,0.11,0.44,0.0,0.75,0.75,0.5,0.25,0.5,0.11,0.11,0.22,0.0,1.0,0.0,0.44,0.44,0.44,0.22,0.44,0.56
31928,0.44,0.78,0.22,0.44,1.0,1.0,0.44,0.22,0.78,0.0,0.0,0.0,0.22,0.67,0.56,0.75,0.75,0.25,0.25,0.75,0.0,0.0,0.0,0.0,0.56,0.11,0.22,0.78,0.33,0.11,0.56,0.0
31929,0.78,0.56,0.33,0.44,0.56,0.22,0.56,0.56,0.56,0.56,0.22,0.0,0.0,0.0,1.0,0.75,0.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.78,1.0,1.0,0.89,0.0,1.0,0.0
31930,0.67,0.89,0.0,0.56,0.44,0.78,0.78,0.44,0.44,0.67,0.67,0.56,0.78,0.78,0.33,0.5,0.75,0.25,0.5,0.25,0.0,0.11,0.11,0.0,0.78,0.44,0.78,0.78,0.22,0.0,0.0,0.22
31931,0.33,0.78,0.11,0.78,0.78,0.56,0.56,0.44,0.44,0.22,0.67,0.67,0.89,1.0,0.0,0.75,0.75,0.25,0.25,0.25,0.22,0.0,0.22,0.0,0.44,0.11,0.78,0.89,0.22,0.22,0.56,0.22
31932,0.78,0.78,0.11,0.67,0.33,0.22,0.89,0.67,0.67,0.78,0.56,0.22,0.67,0.56,0.56,0.75,0.75,0.75,0.25,0.75,0.0,0.0,0.78,0.0,1.0,0.56,0.67,1.0,0.89,0.44,0.67,0.11
31933,0.56,0.78,1.0,0.44,0.44,0.67,1.0,0.44,0.56,0.56,0.22,0.56,0.89,0.89,1.0,0.75,1.0,0.75,0.0,0.0,0.0,0.11,0.22,0.0,1.0,0.11,0.78,0.33,0.78,0.22,0.67,0.78
31934,0.44,0.44,1.0,0.44,0.0,0.44,0.44,0.0,0.44,0.78,0.78,0.0,0.0,0.0,1.0,1.0,0.25,0.5,0.5,0.75,0.0,0.11,0.0,0.0,0.78,0.22,0.22,0.67,0.0,0.0,0.11,0.0
31935,0.44,0.22,0.44,0.0,1.0,0.0,1.0,0.89,0.89,0.11,0.0,0.33,0.33,0.78,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.78,1.0,1.0,1.0,0.0,0.44,0.0
31936,0.56,0.67,0.89,0.44,0.78,0.67,0.78,0.0,0.33,0.67,0.0,0.22,0.33,0.78,0.44,0.75,0.75,0.5,0.75,1.0,0.22,0.0,0.44,0.0,0.0,0.0,0.22,0.22,0.44,0.0,0.0,0.44
31937,0.78,0.89,0.0,0.22,0.33,0.44,0.89,0.33,0.67,1.0,0.89,0.0,0.11,0.22,0.33,1.0,0.75,0.5,0.25,0.25,0.11,0.0,0.11,0.11,0.0,0.11,0.44,0.78,0.56,0.56,0.33,0.33
31938,0.56,1.0,1.0,0.22,0.33,0.33,0.56,0.78,0.22,0.78,0.78,0.22,0.22,0.33,0.89,0.25,0.75,0.25,0.5,0.25,0.11,0.33,0.0,0.0,0.89,0.0,0.67,0.89,0.11,0.78,0.44,1.0
31939,0.89,1.0,0.44,0.44,0.56,0.0,1.0,0.56,0.22,0.22,0.11,0.56,0.56,0.56,0.56,1.0,0.25,0.5,0.75,0.5,0.0,0.22,0.0,0.0,0.44,0.22,0.11,0.44,0.44,0.11,0.44,0.44
31940,1.0,1.0,0.0,0.44,0.67,0.89,0.78,0.56,0.44,1.0,1.0,0.0,0.22,0.11,0.78,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
31941,0.22,0.78,1.0,0.22,0.56,1.0,0.67,0.89,0.56,0.67,0.33,1.0,1.0,1.0,1.0,0.75,0.75,0.5,0.25,0.0,0.22,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.0,0.0,0.0,0.0
31942,0.78,0.78,0.11,0.22,0.44,0.33,0.78,0.67,0.56,0.78,0.44,0.11,0.11,0.11,0.78,0.75,0.75,0.75,0.25,0.25,0.11,0.44,0.0,0.0,1.0,0.44,0.89,1.0,0.78,0.44,1.0,0.0
31943,0.78,0.67,0.67,0.33,0.78,0.67,0.67,0.33,0.89,0.11,0.67,0.89,1.0,0.67,0.67,0.25,0.5,0.75,0.25,0.25,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
31944,1.0,1.0,0.0,0.22,0.44,0.44,0.44,0.44,0.22,0.78,0.56,0.44,0.44,0.44,0.44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.56,1.0,0.56,1.0,0.56,0.67,0.22
31945,1.0,0.89,0.0,0.56,0.22,0.67,0.78,0.78,0.56,0.44,0.33,1.0,0.78,0.78,0.44,0.5,0.25,0.75,0.25,0.25,0.0,0.11,0.11,0.22,0.67,0.33,0.89,0.89,0.89,0.33,0.33,0.44
31946,1.0,0.78,0.67,0.78,0.22,0.0,0.89,0.0,0.22,0.33,0.11,0.22,0.22,0.22,0.22,0.5,0.75,0.75,0.5,0.25,0.44,0.33,0.0,0.67,0.44,1.0,0.89,0.89,0.78,1.0,1.0,0.0
31947,0.89,0.89,0.89,0.11,0.89,0.89,0.89,0.0,0.0,0.11,0.11,0.78,0.89,0.78,0.56,0.75,0.75,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.11,0.22,0.0,0.11,0.0,0.0,0.0,0.0
31948,0.67,0.78,0.11,0.33,0.56,0.33,0.56,0.67,0.22,1.0,1.0,0.22,0.22,0.22,0.56,1.0,0.75,0.5,0.25,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.67,1.0,0.44,0.67,1.0,0.0
31949,0.0,1.0,0.0,0.0,0.56,0.56,0.56,0.56,0.56,0.0,0.0,0.56,0.56,0.56,0.56,0.75,0.0,1.0,1.0,1.0,0.0,0.11,0.0,0.0,1.0,0.56,0.0,0.0,0.22,0.0,0.33,0.33
31950,0.78,0.78,0.44,0.44,0.22,0.67,0.67,0.22,0.33,0.11,0.22,0.33,0.22,0.56,0.22,0.75,0.75,0.75,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.78,0.78,1.0,1.0,0.0,0.0,0.0
31951,0.89,1.0,0.0,0.22,0.56,0.22,0.67,0.89,0.0,0.67,0.78,0.11,0.11,0.22,0.67,1.0,1.0,0.25,0.0,0.0,0.11,0.0,0.11,0.0,1.0,0.78,1.0,1.0,1.0,1.0,0.44,0.0
31952,0.78,1.0,0.33,0.11,0.44,0.44,0.67,0.89,0.44,0.78,0.56,0.44,0.22,0.56,0.44,0.75,0.5,0.5,0.5,0.25,0.56,0.22,0.0,0.0,1.0,0.56,0.56,0.56,0.67,0.56,0.56,0.0
31953,0.67,0.56,0.0,0.78,0.22,0.33,0.56,0.78,0.67,0.78,0.56,0.44,0.56,0.56,0.56,0.0,0.5,0.5,0.25,0.5,0.78,0.67,0.67,0.89,0.78,0.78,0.78,0.89,0.89,0.67,0.67,0.89
31954,0.78,0.56,0.0,0.44,0.44,0.78,0.44,0.22,0.33,0.67,0.44,0.56,1.0,1.0,0.0,0.75,1.0,0.25,0.25,0.25,0.0,0.11,0.22,0.0,0.89,0.44,0.89,0.89,0.78,0.22,0.44,0.78
31955,0.56,1.0,0.89,0.67,0.89,0.78,0.78,0.11,0.56,0.89,0.78,0.67,0.78,0.89,0.56,0.75,0.5,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.33,0.56,0.44,0.44,0.22,0.0,0.0
31956,0.67,0.44,0.44,0.0,0.11,0.22,0.33,0.22,0.44,0.67,0.78,0.56,0.67,0.67,0.78,0.5,0.5,0.5,0.5,0.5,0.33,0.44,0.44,0.56,0.56,0.44,0.56,0.56,0.56,0.44,0.44,0.56
